   1 0.00000000 -5.81704585 5.95780426 5.95780426 5.95780426 8.56423190 8.56423190 8.56423190 9.06631654 14.47222012 14.47222012 19.71407763 21.66688362 21.66688362 21.66688362
   2 0.00607729 -5.81240381 5.92190091 5.93741164 5.93741164 8.55324987 8.59072020 8.59072020 9.10159805 14.45577468 14.47863123 19.66006502 21.66741560 21.66741560 21.69845671
   3 0.01215459 -5.79847156 5.81898064 5.87870535 5.87870535 8.52073269 8.66768361 8.66768361 9.20218181 14.40799381 14.49786925 19.51288677 21.66892919 21.66892919 21.79136679
   4 0.01823188 -5.77523274 5.66077184 5.78799442 5.78799442 8.46793579 8.78872652 8.78872652 9.35485897 14.33326086 14.52994811 19.30894467 21.67117717 21.67117717 21.94042561
   5 0.02430918 -5.74266610 5.46081302 5.67309278 5.67309278 8.39684500 8.94590052 8.94590052 9.54339014 14.23808065 14.57489102 19.08949187 21.67374294 21.67374294 22.13769284
   6 0.03038647 -5.70075216 5.23091236 5.54139698 5.54139698 8.31001650 9.13163987 9.13163987 9.75166883 14.13029244 14.63273024 18.88804758 21.67602040 21.67602040 22.37330407
   7 0.03646377 -5.64947926 4.98005562 5.39900472 5.39900472 8.21036827 9.33965848 9.33965848 9.96424605 14.01857935 14.70350696 18.72609263 21.67716521 21.67716521 22.63637080
   8 0.04254106 -5.58884772 4.71466316 5.25059853 5.25059853 8.10095581 9.56508199 9.56508199 10.16533553 13.91255475 14.78727097 18.61424249 21.67600733 21.67600733 22.91592542
   9 0.04861836 -5.51887185 4.43921716 5.09966053 5.09966053 7.98477111 9.80424692 9.80424692 10.33749175 13.82346126 14.88408031 18.55529331 21.67092466 21.67092466 23.20189189
  10 0.05469565 -5.43958025 4.15683911 4.94875528 4.94875528 7.86459361 10.05442859 10.05442859 10.46111249 13.76492027 14.99400078 18.54715508 21.65969194 21.65969194 23.48596201
  11 0.06077295 -5.35101500 3.86971818 4.79977731 4.79977731 7.74290352 10.31360063 10.31360063 10.51636785 13.75218587 15.11710528 18.58502562 21.63933784 21.63933784 23.76217509
  12 0.06685024 -5.25323057 3.57940456 4.65414009 4.65414009 7.62185053 10.48869768 10.58024950 10.58024950 13.79830973 15.25347303 18.66278985 21.60606516 21.60606516 24.02705026
  13 0.07292754 -5.14629257 3.28700629 4.51291250 4.51291250 7.50326242 10.37545667 10.85323885 10.85323885 13.90876582 15.40318848 18.77382533 21.55530942 21.55530942 24.27928558
  14 0.07900483 -5.03027684 2.99332543 4.37691490 4.37691490 7.38867675 10.18780573 11.13171227 11.13171227 14.07955782 15.56634010 18.91140842 21.48201700 21.48201700 24.51918583
  15 0.08508213 -4.90526885 2.69895760 4.24678651 4.24678651 7.27938214 9.94580959 11.41502363 11.41502363 14.30060252 15.74301875 19.06887357 21.38118952 21.38118952 24.74801944
  16 0.09115942 -4.77136342 2.40436722 4.12303258 4.12303258 7.17646058 9.67130120 11.70268659 11.70268659 14.56049912 15.93331579 19.23963145 21.24864409 21.24864409 24.96744625
  17 0.09723672 -4.62866478 2.10994335 4.00605778 4.00605778 7.08082602 9.38300952 11.99433685 11.99433685 14.84929733 16.13732070 19.41711634 21.08179867 21.08179867 25.17907118
  18 0.10331401 -4.47728678 1.81603842 3.89618997 3.89618997 6.99325753 9.09476182 12.28970244 12.28970244 15.15919153 16.35511838 19.59471101 20.88020063 20.88020063 25.38411582
  19 0.10939131 -4.31735345 1.52299293 3.79369733 3.79369733 6.91442661 8.81567603 12.58857790 12.58857790 15.48424970 16.58678583 19.76568731 20.64558380 20.64558380 25.58317685
  20 0.11546860 -4.14899959 1.23114971 3.69880087 3.69880087 6.84491966 8.55118271 12.89079897 12.89079897 15.81992052 16.83238829 19.92319852 20.38145574 20.38145574 25.30508953
  21 0.12154590 -3.97237156 0.94086090 3.61168356 3.61168356 6.78525607 8.30415928 13.19621405 13.19621405 16.16259491 17.09197480 20.06036099 20.09242516 20.09242516 24.84824455
  22 0.12762319 -3.78762809 0.65249046 3.53249727 3.53249727 6.73590319 8.07586324 13.50464742 13.50464742 16.50927503 17.36557307 19.78353543 19.78353543 20.17046000 24.38920035
  23 0.13370049 -3.59494120 0.36641367 3.46136788 3.46136788 6.69728878 7.86659451 13.81584584 13.81584584 16.85733451 17.65318364 19.45978325 19.45978325 20.24729624 23.92996087
  24 0.13977778 -3.39449712 0.08301492 3.39839933 3.39839933 6.66981163 7.67612459 14.12939287 14.12939287 17.20434224 17.95477329 19.12588283 19.12588283 20.28564738 23.47240106
  25 0.14585508 -3.18649712 -0.19731549 3.34367677 3.34367677 6.65385086 7.50395761 14.44455649 14.44455649 17.54792698 18.27026777 18.78627285 18.78627285 20.28175740 23.01825667
  26 0.15193237 -2.97115840 -0.47418504 3.29726907 3.29726907 6.64977421 7.34948151 14.75998926 14.75998926 17.88566700 18.44538448 18.44538448 18.59954371 20.23371472 22.56911743
  27 0.15800967 -2.74871479 -0.74720275 3.25923096 3.25923096 6.65794570 7.21205174 15.07307027 15.07307027 18.10832720 18.10832720 18.21499466 18.94241988 20.14158421 22.12642369
  28 0.16408696 -2.51941737 -1.01598272 3.22960475 3.22960475 6.67873274 7.09103492 15.37827494 15.37827494 17.78256936 17.78256936 18.53311112 19.29864779 20.00723619 21.69146611
  29 0.17016426 -2.28353487 -1.28014741 3.20842179 3.20842179 6.71251292 6.98582985 15.66261200 15.66261200 17.48255388 17.48255388 18.83691134 19.66790183 19.83392963 21.26538807
  30 0.17624155 -2.04135381 -1.53933035 3.19570364 3.19570364 6.75968048 6.89587559 15.89227671 15.89227671 17.24308963 17.24308963 19.12292572 19.62578586 20.04976895 20.84919041
  31 0.18231885 -1.79317847 -1.79317847 3.19146288 3.19146288 6.82065265 6.82065265 15.98986072 15.98986072 17.14217435 17.14217435 19.38729265 19.38729265 20.44373821 20.44373821
  32 0.18446750 -1.79344392 -1.79253479 3.18738562 3.19193570 6.82119014 6.82688489 15.98553290 15.98712359 17.13165584 17.13800114 19.38985323 19.39907416 20.44786290 20.44843597
  33 0.18661614 -1.79424333 -1.79060376 3.17524945 3.19335400 6.82280265 6.84548905 15.97260766 15.97893851 17.10074571 17.12555269 19.39750965 19.43377066 20.46016536 20.46246983
  34 0.18876479 -1.79558584 -1.78738541 3.15533341 3.19571725 6.82549027 6.87619511 15.95125615 15.96538319 17.05120801 17.10503734 19.41018708 19.48961022 20.48043610 20.48566506
  35 0.19091344 -1.79748667 -1.78287978 3.12807835 3.19902459 6.82925316 6.91857732 15.92175250 15.94658337 16.98550594 17.07678570 19.42776463 19.56411640 20.50834258 20.51774156
  36 0.19306209 -1.79996708 -1.77708696 3.09405504 3.20327481 6.83409154 6.97208584 15.88445865 15.92270750 16.90633883 17.04122855 19.45008062 19.65457109 20.54345142 20.55832905
  37 0.19521074 -1.80305435 -1.77000702 3.05392753 3.20846634 6.84000565 7.03608340 15.83980591 15.89396011 16.81629232 16.99887090 19.47693925 19.75836413 20.58525442 20.60698553
  38 0.19735939 -1.80678167 -1.76164007 3.00841639 3.21459728 6.84699576 7.10988181 15.78827519 15.86057438 16.71764726 16.95026534 19.50811803 19.87318408 20.63319529 20.66321707
  39 0.19950803 -1.81118807 -1.75198625 2.95826604 3.22166533 6.85506215 7.19277450 15.73037778 15.82280453 16.61231629 16.89598755 19.54337540 19.99708132 20.68669430 20.72649703
  40 0.20165668 -1.81631830 -1.74104571 2.90421807 3.22966789 6.86420507 7.28406287 15.66663802 15.78091855 16.50185614 16.83661563 19.58245804 20.12845524 20.74516906 20.79628348
  41 0.20380533 -1.82222262 -1.72881862 2.84699155 3.23860194 6.87442472 7.38307570 15.59757867 15.73519160 16.38751369 16.77271400 19.62510743 20.26600765 20.80805074 20.87203384
  42 0.20595398 -1.82895659 -1.71530519 2.78726982 3.24846411 6.88572121 7.48918192 15.52370948 15.68590035 16.27028082 16.70482196 19.67106557 20.40868731 20.87479572 20.95321640
  43 0.20810263 -1.83658076 -1.70050564 2.72569273 3.25925068 6.89809457 7.60179794 15.44551868 15.63331835 16.15094588 16.63344637 19.72007958 20.55563764 20.94489305 21.03931883
  44 0.21025127 -1.84516032 -1.68442023 2.66285317 3.27095749 6.91154463 7.72039051 15.36346738 15.57771250 16.03013736 16.55905759 19.77190526 20.70615222 21.01786858 21.12985397
  45 0.21239992 -1.85476461 -1.66704924 2.59929654 3.28358005 6.92607105 7.84447653 15.27798614 15.51934045 15.90835903 16.48208814 19.82630968 20.85963847 21.09328658 21.22436328
  46 0.21454857 -1.86546659 -1.64839299 2.53552219 3.29711342 6.94167326 7.97362082 15.18947354 15.45844885 15.78601756 16.40293305 19.88307289 21.01558883 21.17074944 21.32241844
  47 0.21669722 -1.87734215 -1.62845181 2.47198607 3.31155228 6.95835037 8.10743258 15.09829599 15.39527239 15.66344388 16.32195146 19.94198890 21.17355778 21.24989617 21.42362163
  48 0.21884587 -1.89046931 -1.60722609 2.40910376 3.32689090 6.97610118 8.24556121 15.00478864 15.33003333 15.54090963 16.23946897 20.00286604 21.33040021 21.33314352 21.52760483
  49 0.22099452 -1.90492736 -1.58471626 2.34725371 3.34312309 6.99492405 8.38769185 14.90925689 15.26294155 15.41863980 16.15578036 20.06552692 21.41196676 21.49397297 21.63402846
  50 0.22314316 -1.92079579 -1.56092276 2.28678032 3.36024226 7.01481691 8.53354105 14.81197829 15.19419488 15.29682252 16.07115241 20.12980796 21.49433000 21.65568910 21.74257970
  51 0.22529181 -1.93815319 -1.53584612 2.22799656 3.37824134 7.03577713 8.68285242 14.71320471 15.12397967 15.17561672 15.98582673 20.19555872 21.57725030 21.81793966 21.85297050
  52 0.22744046 -1.95707600 -1.50948687 2.17118638 3.39711280 7.05780151 8.83539278 14.61316450 15.05247152 15.05515807 15.90002242 20.26264100 21.66051153 21.96493573 21.98036664
  53 0.22958911 -1.97763718 -1.48184564 2.11660657 3.41684865 7.08088614 8.99094833 14.51206471 14.93556384 14.97983607 15.81393860 20.33092782 21.74391854 22.07823120 22.14259571
  54 0.23173776 -1.99990487 -1.45292306 2.06448825 3.43744039 7.10502638 9.14932133 14.41009311 14.81693685 14.90622982 15.72775667 20.40030232 21.82729483 22.19263187 22.30422493
  55 0.23388640 -2.02394100 -1.42271988 2.01503807 3.45887903 7.13021672 9.31032676 14.30742019 14.69936876 14.83180099 15.64164234 20.47065654 21.91048036 22.30793025 22.46481223
  56 0.23603505 -2.04979996 -1.39123686 1.96843903 3.48115504 7.15645074 9.47378930 14.20420097 14.58294308 14.75669033 15.55574751 20.54189015 21.99332962 22.42393485 22.62386078
  57 0.23818370 -2.07752728 -1.35847487 1.92485122 3.50425835 7.18372098 9.63954023 14.10057660 14.46773800 14.68103186 15.47021193 20.61390907 22.07570983 22.54046886 22.78080172
  58 0.24033235 -2.10715852 -1.32443483 1.88441228 3.52817835 7.21201882 9.80741423 13.99667593 14.35382921 14.60495359 15.38516459 20.68662397 22.15749934 22.65736904 22.93497371
  59 0.24248100 -2.13871825 -1.28911774 1.84723797 3.55290383 7.24133442 9.97724584 13.89261679 14.24129317 14.52857817 15.30072505 20.75994859 22.23858613 22.77448467 23.08559912
  60 0.24462965 -2.17221931 -1.25252471 1.81342262 3.57842301 7.27165656 10.14886532 13.78850723 14.13021092 14.45202348 15.21700457 20.83379782 22.31886651 22.89167667 23.23175778
  61 0.24677829 -2.20766228 -1.21465691 1.78303976 3.60472345 7.30297252 10.32209327 13.68444657 14.02067316 14.37540315 15.13410711 20.90808541 22.39824387 23.00881693 23.37236073
  62 0.25049986 -2.22676441 -1.19400830 1.77117196 3.60950899 7.33309639 10.41063683 13.56736600 14.00670997 14.30288580 15.15166805 20.92137204 22.44187126 23.02991901 23.49744651
  63 0.25422143 -2.24714320 -1.17118929 1.76427995 3.59768422 7.39117952 10.50216071 13.37067629 14.00603559 14.20683983 15.25944587 20.88913579 22.49057736 23.01962170 23.69101458
  64 0.25794300 -2.26809384 -1.14707553 1.76240632 3.57064714 7.47591349 10.59638845 13.13996839 13.91692826 14.18535081 15.41614429 20.81777889 22.53427320 23.02169232 23.90949016
  65 0.26166457 -2.28901107 -1.12245378 1.76550923 3.53047289 7.58538645 10.69288929 12.89106057 13.76880246 14.21707039 15.59837434 20.71522013 22.56206980 23.05341459 24.13217055
  66 0.26538613 -2.30938666 -1.09801708 1.77344203 3.47966508 7.71734104 10.79092609 12.63176575 13.60948019 14.25825225 15.79473749 20.58891877 22.57098687 23.11646454 24.33891857
  67 0.26910770 -2.32880011 -1.07436695 1.78592670 3.42093300 7.86941142 10.88908298 12.36786619 13.44992565 14.29924632 15.99897211 20.44516769 22.56639795 23.20283135 24.49747772
  68 0.27282927 -2.34690700 -1.05201888 1.80252054 3.35703773 8.03929725 10.98419764 12.10548309 13.29277782 14.33765219 16.20690933 20.28917108 22.55508323 23.30324729 24.58187785
  69 0.27655084 -2.36342736 -1.03140872 1.82257539 3.29071711 8.22486504 11.06763413 11.85527945 13.13885258 14.37259703 16.41511088 20.12543118 22.54158300 23.41103407 24.61341685
  70 0.28027241 -2.37813533 -1.01289947 1.84519039 3.22467732 8.42418718 11.11042248 11.64756582 12.98858982 14.40362601 16.62010162 19.95824186 22.52833630 23.52181918 24.62309467
  71 0.28399397 -2.39085041 -0.99678786 1.86916387 3.16162683 8.63553410 11.03911122 11.55654985 12.84253979 14.43042206 16.81775270 19.79226864 22.51653294 23.63241355 24.62517309
  72 0.28771554 -2.40143030 -0.98331079 1.89295993 3.10432003 8.85732771 10.84460334 11.59142374 12.70171416 14.45272685 17.00259693 19.63327441 22.50670417 23.73980333 24.62486815
  73 0.29143711 -2.40976542 -0.97265163 1.91472327 3.05556381 9.08803671 10.60299745 11.67508889 12.56821885 14.47032125 17.16698196 19.48903013 22.49904928 23.84008621 24.62406259
  74 0.29515868 -2.41577458 -0.96494596 1.93239731 3.01812382 9.32586930 10.34936441 11.76900292 12.44697496 14.48302532 17.30025878 19.37019271 22.49361025 23.92692541 24.62338484
  75 0.29888024 -2.41940186 -0.96028660 1.94400092 2.99447017 9.56699408 10.09689065 11.85065240 12.35089458 14.49070391 17.38902447 19.29012216 22.49036710 23.98948748 24.62298408
  76 0.30260181 -2.42061454 -0.95872757 1.94805366 2.98636936 9.75465855 9.90521330 11.88659215 12.31039077 14.49327295 17.42047114 19.26158018 22.48929025 24.01305605 24.62285620
  77 0.30632338 -2.41940186 -0.96028660 1.94400092 2.99447017 9.56699408 10.09689065 11.85065240 12.35089458 14.49070391 17.38902447 19.29012216 22.49036710 23.98948748 24.62298408
  78 0.31004495 -2.41577458 -0.96494596 1.93239731 3.01812382 9.32586930 10.34936441 11.76900292 12.44697496 14.48302532 17.30025878 19.37019271 22.49361025 23.92692541 24.62338484
  79 0.31376652 -2.40976542 -0.97265163 1.91472327 3.05556381 9.08803671 10.60299745 11.67508889 12.56821885 14.47032125 17.16698196 19.48903013 22.49904928 23.84008621 24.62406259
  80 0.31748808 -2.40143030 -0.98331079 1.89295993 3.10432003 8.85732771 10.84460334 11.59142374 12.70171416 14.45272685 17.00259693 19.63327441 22.50670417 23.73980333 24.62486815
  81 0.32120965 -2.39085041 -0.99678786 1.86916387 3.16162683 8.63553410 11.03911122 11.55654985 12.84253979 14.43042206 16.81775270 19.79226864 22.51653294 23.63241355 24.62517309
  82 0.32493122 -2.37813533 -1.01289947 1.84519039 3.22467732 8.42418718 11.11042248 11.64756582 12.98858982 14.40362601 16.62010162 19.95824186 22.52833630 23.52181918 24.62309467
  83 0.32865279 -2.36342736 -1.03140872 1.82257539 3.29071711 8.22486504 11.06763413 11.85527945 13.13885258 14.37259703 16.41511088 20.12543118 22.54158300 23.41103407 24.61341685
  84 0.33237436 -2.34690700 -1.05201888 1.80252054 3.35703773 8.03929725 10.98419764 12.10548309 13.29277782 14.33765219 16.20690933 20.28917108 22.55508323 23.30324729 24.58187785
  85 0.33609592 -2.32880011 -1.07436695 1.78592670 3.42093300 7.86941142 10.88908298 12.36786619 13.44992565 14.29924632 15.99897211 20.44516769 22.56639795 23.20283135 24.49747772
  86 0.33981749 -2.30938666 -1.09801708 1.77344203 3.47966508 7.71734104 10.79092609 12.63176575 13.60948019 14.25825225 15.79473749 20.58891877 22.57098687 23.11646454 24.33891857
  87 0.34353906 -2.28901107 -1.12245378 1.76550923 3.53047289 7.58538645 10.69288929 12.89106057 13.76880246 14.21707039 15.59837434 20.71522013 22.56206980 23.05341459 24.13217055
  88 0.34726063 -2.26809384 -1.14707553 1.76240632 3.57064714 7.47591349 10.59638845 13.13996839 13.91692826 14.18535081 15.41614429 20.81777889 22.53427320 23.02169232 23.90949016
  89 0.35098220 -2.24714320 -1.17118929 1.76427995 3.59768422 7.39117952 10.50216071 13.37067629 14.00603559 14.20683983 15.25944587 20.88913579 22.49057736 23.01962170 23.69101458
  90 0.35470376 -2.22676441 -1.19400830 1.77117196 3.60950899 7.33309639 10.41063683 13.56736600 14.00670997 14.30288580 15.15166805 20.92137204 22.44187126 23.02991901 23.49744651
  91 0.35842533 -2.20766228 -1.21465691 1.78303976 3.60472345 7.30297252 10.32209327 13.68444657 14.02067316 14.37540315 15.13410711 20.90808541 22.39824387 23.00881693 23.37236073
  92 0.36487128 -2.32546096 -1.09341822 1.71292541 3.68817855 7.40273095 10.84931324 13.37343950 13.70255000 14.14623026 14.89130078 21.13263463 22.63007620 23.35879720 23.74712218
  93 0.37131722 -2.45958078 -0.96075901 1.67453433 3.77815405 7.51080297 11.38112175 13.06578916 13.40498007 13.92023608 14.65910998 21.35713572 22.85077529 23.70463257 24.01752469
  94 0.37776317 -2.60819289 -0.81672897 1.66707968 3.87420069 7.62651403 11.89616575 12.76321750 13.14681958 13.70001791 14.43958435 21.57587997 23.05833939 24.04434451 24.15233715
  95 0.38420911 -2.76887315 -0.66138828 1.68888927 3.97580304 7.74895993 12.29033625 12.46714046 13.02958992 13.48801624 14.23456301 21.77503790 23.25085040 23.82564188 23.96995792
  96 0.39065505 -2.93890373 -0.49480834 1.73777878 4.08237282 7.87695385 12.17873623 12.30022943 13.28654256 13.31397481 14.04574426 21.91259462 23.33546440 23.42639623 23.69566077
  97 0.39710100 -3.11553714 -0.31707209 1.81136400 4.19324227 8.00896833 11.89898816 12.09892895 13.09779380 13.82395909 13.87472816 21.86315264 22.99164916 23.48649549 23.58304979
  98 0.40354694 -3.29618186 -0.12827392 1.90727867 4.30765832 8.14307794 11.62871167 11.86236426 12.92385225 13.72303442 14.38033961 21.51012051 22.89156117 23.36959196 23.71890338
